tdr.unit	probe.ID	mux	L.cable	start.plot	win.Lapp	n.data.points	n.avg	Lcal	L0	start.plot.bec	win.Lapp.bec	long.dist.points	Ropen	Kp	Rc	R0	wire.diam	ext.rod.spacing	L	z	alpha 	t0
ATU.red	red4.1	mux2	7.2	9.6	2.6	2048	20	0.14984	0.05039	0	500	100	0.95938178	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red4.2	mux2	7.2	9.6	2.6	2048	20	0.14989	0.05050	0	500	100	0.95916718	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red4.3	mux2	7.2	9.6	2.6	2048	20	0.14969	0.04923	0	500	100	0.95906811	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red4.4	mux2	7.2	9.6	2.6	2048	20	0.14985	0.04889	0	500	100	0.96018183	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red4.5	mux2	7.2	9.6	2.6	2048	20	0.14903	0.05560	0	500	100	0.96046083	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red5.1	mux2	7.2	9.6	2.6	2048	20	0.14966	0.05187	0	500	100	0.95700433	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red5.2	mux2	7.2	9.6	2.6	2048	20	0.15003	0.04847	0	500	100	0.95940952	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red5.3	mux2	7.2	9.6	2.6	2048	20	0.14965	0.05011	0	500	100	0.95914928	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red5.4	mux2	7.2	9.6	2.6	2048	20	0.15008	0.04755	0	500	100	0.95938465	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red5.5	mux2	7.2	9.6	2.6	2048	20	0.14969	0.05137	0	500	100	0.95923576	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue1_1	mux2	7.2	9.6	2.6	2048	20	0.14936	0.05221	0	500	100	0.96766490	3.0998	0.0751	0.1048	0.00318	0.0269	0.1491	0.30197	0.021286	265.993797
ATU.blue	blue1_2	mux2	7.2	9.6	2.6	2048	20	0.14941	0.05198	0	500	100	0.96839038	3.0479	0.0529	0.2370	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue1_3	mux2	7.2	9.6	2.6	2048	20	0.14937	0.05480	0	500	100	0.96773506	3.0581	0.0302	0.4278	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue1_4	mux2	7.2	9.6	2.6	2048	20	0.15000	0.05131	0	500	100	0.97062031	3.1104	0.0196	0.4884	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue1_5	mux2	7.2	9.6	2.6	2048	20	0.14998	0.05514	0	500	100	0.97029596	3.0902	0.0312	0.4015	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue1_6	mux2	7.2	9.6	2.6	2048	20	0.14880	0.05747	0	500	100	0.97143327	3.1466	0.0730	0.0989	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue2_1	mux2	7.2	9.6	2.6	2048	20	0.15057	0.05083	0	500	100	0.96959539	3.0826	0.0715	0.0983	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue2_2	mux2	7.2	9.6	2.6	2048	20	0.15064	0.05175	0	500	100	0.96956299	3.0788	0.0597	0.2122	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue2_3	mux2	7.2	9.6	2.6	2048	20	0.15007	0.05000	0	500	100	0.97230821	3.0941	0.0638	0.1573	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue2_4	mux2	7.2	9.6	2.6	2048	20	0.15006	0.05321	0	500	100	0.97089322	3.0432	0.0560	0.2213	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue2_5	mux2	7.2	9.6	2.6	2048	20	0.14975	0.05575	0	500	100	0.97230711	3.0175	0.0729	0.1007	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue2_6	mux2	7.2	9.6	2.6	2048	20	0.15016	0.05408	0	500	100	0.96970950	3.0637	0.0764	0.0825	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue3_1	mux2	7.2	9.6	2.6	2048	20	0.14977	0.05213	0	500	100	0.96866294	3.1270	0.0253	0.4441	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue3_2	mux2	7.2	9.6	2.6	2048	20	0.14970	0.05401	0	500	100	0.97035289	3.1546	0.0672	0.1387	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue3_3	mux2	7.2	9.6	2.6	2048	20	0.14976	0.05251	0	500	100	0.97101415	3.0544	0.0626	0.1659	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue3_4	mux2	7.2	9.6	2.6	2048	20	0.14997	0.05313	0	500	100	0.97224074	3.0600	0.0628	0.1416	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue3_5	mux2	7.2	9.6	2.6	2048	20	0.15028	0.05152	0	500	100	0.97126936	3.1319	0.0822	0.0329	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue3_6	mux2	7.2	9.6	2.6	2048	20	0.14949	0.05536	0	500	100	0.97178140	3.0864	0.0367	0.3309	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue4_1	mux2	7.2	9.6	2.6	2048	20	0.14919	0.05357	0	500	100	0.97269675	3.0656	0.0706	0.1007	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue4_2	mux2	7.2	9.6	2.6	2048	20	0.14991	0.05110	0	500	100	0.97254732	3.0855	0.0271	0.3987	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue4_3	mux2	7.2	9.6	2.6	2048	20	0.14918	0.05562	0	500	100	0.97201065	3.0321	0.0653	0.1375	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue4_4	mux2	7.2	9.6	2.6	2048	20	0.15003	0.04885	0	500	100	0.96703718	3.0989	0.0453	0.2438	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue4_5	mux2	7.2	9.6	2.6	2048	20	0.14955	0.05329	0	500	100	0.96975047	3.1387	0.0945	0.1049	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue4_6	mux2	7.2	9.6	2.6	2048	20	0.15008	0.05374	0	500	100	0.97100588	3.0769	0.0519	0.2419	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue5_1	mux2	9.2	12	2.6	2048	20	0.14944	0.05149	0	500	100	0.97140186	3.1046	0.0444	0.3098	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue5_2	mux2	9.2	12	2.6	2048	20	0.14988	0.05150	0	500	100	0.97160968	3.1037	0.0554	0.1946	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue5_3	mux2	9.2	12	2.6	2048	20	0.14979	0.05088	0	500	100	0.96736299	3.0921	0.0473	0.2442	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue5_4	mux2	9.2	12	2.6	2048	20	0.14991	0.04923	0	500	100	0.97052236	3.1676	0.0453	0.2551	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue5_5	mux2	9.2	12	2.6	2048	20	0.14943	0.05319	0	500	100	0.97178412	3.0377	0.0614	0.0922	0.00318	0.0269	NA	NA	NA	NA
ATU.blue	blue5_6	mux2	9.2	12	2.6	2048	20	0.14920	0.05472	0	500	100	0.97109854	3.0893	0.0386	0.3361	0.00318	0.0269	NA	NA	NA	NA
Acclima	8501652	NA	0	0	NA	NA	NA	0.15470	0.03488	0		100	0.42157753				0.00300	0.0350	NA	NA	NA	NA
